chunk,rule_number,section,article,text
13,Rule 1 – Conduct of the Game,Section 11: Uniform & Equipment,Article 4 – Footwear,"For all playing surfaces, a cleated shoe with the following specifications will be accepted. Turf or running
shoes are also acceptable.
i. Minimum of 7 cleats per sole, with a minimum cleat tip diameter of 3/16 inch (4.8 mm).
ii. Additional cleats may be of lesser tip diameter, provided the maximum length is 1/2 inch (12.7 mm).
iii. Maximum cleat length of 1/2 inch (12.7 mm).
iv. A cleat made of metal or with a metal tip is illegal.
Note 1: Illegal cleats include those made of metal, or with a metal tip, or made of any material that burrs,
chips, or fractures.
Penalty: L5 from point where the ball would have been put into play if no other foul had occurred or
added to the penalty for any other foul. If more than 1 player offends on the same play, only 1 penalty
L5 will be applied on that play. The offending player shall be removed from the game until the illegal
equipment is replaced. Immediate substitution will be made, but the game shall not be delayed."
13,Rule 1 – Conduct of the Game,Section 11: Uniform & Equipment,Article 5 – Coach’s Certification,"The head coach, or the designated representative, shall certify to the umpire before the game that all
players:
a) have been informed of the mandatory equipment as specified in the rules, and what equipment is
illegal
b) have been provided with the mandatory equipment as specified in the rules
c) have been instructed to wear the mandatory equipment, and how to wear it during the game
d) have been instructed to notify the coaching staff when equipment becomes illegal for any reason
during the game"
13,Rule 1 – Conduct of the Game,Section 11: Uniform & Equipment,Article 6 – Game Equipment,"The following equipment shall be provided for the use of the minor officials as follows:
a) Distance chain – Two rods shall be connected near the lower end with a chain so that the distance
between the rods is exactly 10 yards (10 metres). The rods shall be made of wood or aluminum, at
least 6 feet (1.8 metres) high, preferably with a distinctive marking device at the top of each rod.
b) Downsbox – shall be a wooden or aluminum post, with plates or a box numbered from 1 to 3, with
numbers at least 10 inches (25 cm) high, and clearly visible to all officials and players.
c) Timer’s Flag – shall be a standard flag, preferably of contrasting colours to make it visible from any
part of the field.
d) Stop watch or Timer’s clock."
14,Rule 1 – Conduct of the Game,Section 12: Players and Substitutes,Article 1 – Registration,"All players must be registered by name and number with the scorer prior to the start of the game. Penalty: The offending player shall be removed from the game until the score sheet has been corrected. Immediate substitution will be made, but the game shall not be delayed. Note 1: Any score made by a non-registered player is legal, provided the player is then registered on the score sheet."
14,Rule 1 – Conduct of the Game,Section 12: Players and Substitutes,Article 2 – Substitution Procedure,"a) Substitutes may enter the field of play when the ball is dead and only at that time. b) A player leaving the game shall proceed directly to the sideline on which their bench is located, and then to the team bench in the out-of-bounds area. c) The sideline officials (Down Judge and Line Judge) shall control the substitutes. As soon as possible after the ball is dead on a play, they shall observe their sidelines for possible substitutes, until Team A breaks its huddle. At this time, they will raise their arms to shoulder level, after which no substitute shall enter the field for any reason – regardless of the number of players a team may have on the field. d) The use of substitution proceedings, or alleged substitution proceedings to deceive the opponent is illegal. If one or more Team A players or substitutes legally enter the field or leave the field, a sleeper play is illegal on the subsequent play. A “sleeper play” is defined as a pass play or kick play designed to deceive the opponent. i) Occurs when an A player remains at the sideline adjacent to their team bench area, ii) Often occurs with the ball on the opposite side of the field, Team A lines up quickly, snaps the ball, and throws a forward pass or lateral to a remote A player. iii) A running play, a pass play or kick play to another eligible A player, not in a remote area near their team bench sideline, is legal. Penalty: Team A 1.2D –L10 DR, 3D DG –L10 DR, 3D DNG-LB, PBD e) A substitute who enters the field to the extent to be able to communicate with a teammate must remain on the field for the subsequent play. Penalty: Team A 1.2D – L10 DR, 3D DG-L10 DR, 3D DNG-LB PBD. Team B L10."
14,Rule 1 – Conduct of the Game,Section 12: Players and Substitutes,Article 3 – Excess Number of Players,"It is illegal for a team to have more than 12 players and/or substitutes on the field during a play, through an error in substitution or otherwise. Penalty: Team A 1.2D-L10 DR, 3D DG-L10 DR, 3D DNG-LB PBD. Team B L10. Note: Coaches, not officials, are responsible for fielding the correct number of players."
15,Rule 1 – Conduct of the Game,Section 13: Non Players,Article 1 – Sideline Privileges & Restrictions,"a) During the game, the only persons who may legally occupy any position on the sidelines are: the
field officials, the Downbox Official, the Yardstick Officials, the Time Keeper, and the Scorer.
b) During the game, the team bench area may be occupied only by substitute players, and other
authorized non-playing personnel of the team, consisting of coaches, doctors, trainers, and
equipment personnel, who must remain in close proximity to their bench and must not encroach
on the sidelines or playing field while play is in progress. The team bench area shall be located
a minimum of 5 yards (5 metres) and a maximum of 10 yards (10 metres) from the sideline. The
area shall be enclosed by a line 4 inches (10 cm) wide, which is located at least 2 yards (2 metres)
minimum, and 5 yards (5 metres) optimum from the sideline, and a line at each end of the bench
5 yards (5 metres) from the end. (See Field Drawing.) Occupants of the bench shall remain within
the enclosed area, except during legal substitution proceedings, or by express permission of the
Referee, in order to keep the sideline clear for both officials and coaches.
Penalty: L10, no option, from point where the ball would have been put in play if no foul had
occurred."
15,Rule 1 – Conduct of the Game,Section 13: Non Players,Article 2 – Time-Out Conferences,"During an official time out, a conference at the sideline between coaches and players of each team is
legal. A similar conference is legal whenever the clock is stopped and a significant time delay occurs, e.g.
a measurement, injury, TV commercial, etc."
15,Rule 1 – Conduct of the Game,Section 13: Non Players,Article 3 – Interference by Unauthorized Persons,"An unauthorized person shall not enter or reach into the field while play is in progress and/or interfere
with a player of either team, or with a loose ball:
a) Acting to the advantage of the team in possession.
Penalty: If it is obvious to the Referee that a score (such as a rouge or safety touch) would have been
made, then the score will be awarded. If not, L10 PBH.
b) Acting to the advantage of the team not in possession.
Penalty: If it is obvious to the Referee that a touchdown would have been scored, or if the
unauthorized person is a substitute, coach, trainer or other occupant of the team bench, a
touchdown shall be awarded. If not, the non-offending team shall be awarded:
1. Half the distance to the goal line from PLS or PBD.
2. For illegal interference on a forward pass -
– Field of Play – Half the distance to the goal line from PF.
– End zone         – Against Team A, award the ball to Team A at the 1 yard (1 metre) line (unless
a touchdown is awarded).
– Against Team B, award the ball to Team B at the 20 yard (20 metre) line.
3. 3 downs, regardless of time remaining in the period (unless Team A scores on 1st or 2nd down,
or loses possession on 1st or 2nd down, with Team B making a legal recovery).
c) Touching or kicking a loose ball.
Penalty: If it is obvious to the Referee that a score would have been made, the score will be awarded.
If the person is a substitute, coach, trainer, or other occupant of the team bench, the team will be
penalized half the distance to their goal line from PF. If the non-offending team was previously in
possession, or was normally expecting to gain possession by receiving a scrimmage kick, it shall be
awarded the ball, and 3 additional downs shall be awarded regardless of time remaining, (unless
Team A scores on 1st or 2nd down, or loses possession with Team B making a legal recovery).
If the person is not associated with a team as described in (d) below, the play shall be repeated at
PLS, subject to any team penalties which will be applied at PLS.
d) If the unauthorized person is a substitute, coach, trainer, or other occupant of a team bench:
Penalty: Disqualification from further participation in any capacity."
15,Rule 1 – Conduct of the Game,Section 13: Non Players,Article 5 – Injuries,"During a stoppage in play for injury, or other reason, personnel of each team shall be allowed to enter
the field with the Referee’s permission. Such personnel may attend to the injured player or bring water
to the players on the field. Personnel shall not undertake any coaching activities while on the field.
The Referee need not permit the attendants of both teams to enter the field in case of injury to a player
of 1 team only. When play has been stopped for a player injury or for equipment repair, that player shall
be required to leave the game for at least three plays for the case of an injury or at least one play for
equipment.
Penalty: L10, no option."
