chunk,rule_number,section,article,text
23,Rule 1,Section 12: Players and Substitutes,Article 3,"It is illegal for a team to have more than 12 players and/or substitutes on the field during a play, throughan error in substitution or otherwise.Penalty: Team A 1.2D-L10 DR, 3D DG-L10 DR, 3D DNG-LB PBD.Team B L10.Note: Coaches, not officials, are responsible for fielding the correct number of players."
23,Rule 1,Section 13: Non Players,Article 1,"a) During the game, the only persons who may legally occupy any position on the sidelines are: thefield officials, the Downbox Official, the Yardstick Officials, the Time Keeper, and the Scorer.b) During the game, the team bench area may be occupied only by substitute players, and otherauthorized non-playing personnel of the team, consisting of coaches, doctors, trainers, andequipment personnel, who must remain in close proximity to their bench and must not encroachon the sidelines or playing field while play is in progress. The team bench area shall be locateda minimum of 5 yards (5 metres) and a maximum of 10 yards (10 metres) from the sideline. Thearea shall be enclosed by a line 4 inches (10 cm) wide, which is located at least 2 yards (2 metres)minimum, and 5 yards (5 metres) optimum from the sideline, and a line at each end of the bench5 yards (5 metres) from the end. (See Field Drawing.) Occupants of the bench shall remain withinthe enclosed area, except during legal substitution proceedings, or by express permission of theReferee, in order to keep the sideline clear for both officials and coaches.Penalty: L10, no option, from point where the ball would have been put in play if no foul hadoccurred."
24,Rule 1,Section 13,Article 3,"by a line 4 inches (10 cm) wide, which is located at least 2 yards (2 metres) minimum, and 5 yards (5 metres) optimum from the sideline, and a line at each end of the bench 5 yards (5 metres) from the end. (See Field Drawing.) Occupants of the bench shall remain within the enclosed area, except during legal substitution proceedings, or by express permission of the Referee, in order to keep the sideline clear for both officials and coaches. Penalty: L10, no option, from point where the ball would have been put in play if no foul had occurred."
24,Rule 1,Section 13,Article 2,"During an official time out, a conference at the sideline between coaches and players of each team is legal. A similar conference is legal whenever the clock is stopped and a significant time delay occurs, e.g. a measurement, injury, TV commercial, etc."
24,Rule 1,Section 13,Article 3,"An unauthorized person shall not enter or reach into the field while play is in progress and/or interfere with a player of either team, or with a loose ball: a) Acting to the advantage of the team in possession. Penalty: If it is obvious to the Referee that a score (such as a rouge or safety touch) would have been made, then the score will be awarded. If not, L10 PBH. b) Acting to the advantage of the team not in possession. Penalty: If it is obvious to the Referee that a touchdown would have been scored, or if the unauthorized person is a substitute, coach, trainer or other occupant of the team bench, a touchdown shall be awarded. If not, the non-offending team shall be awarded: 1. Half the distance to the goal line from PLS or PBD. 2. For illegal interference on a forward pass - – Field of Play – Half the distance to the goal line from PF. – End zone – Against Team A, award the ball to Team A at the 1 yard (1 metre) line (unless a touchdown is awarded). – Against Team B, award the ball to Team B at the 20 yard (20 metre) line. 3. 3 downs, regardless of time remaining in the period (unless Team A scores on 1st or 2nd down, or loses possession on 1st or 2nd down, with Team B making a legal recovery). c) Touching or kicking a loose ball. Penalty: If it is obvious to the Referee that a score would have been made, the score will be awarded. If the person is a substitute, coach, trainer, or other occupant of the team bench, the team will be penalized half the distance to their goal line from PF. If the non-offending team was previously in possession, or was normally expecting to gain possession by receiving a scrimmage kick, it shall be awarded the ball, and 3 additional downs shall be awarded regardless of time remaining, (unless Team A scores on 1st or 2nd down, or loses possession with Team B making a legal recovery). If the person is not associated with a team as described in (d) below, the play shall be repeated at PLS, subject to any team penalties which will be applied at PLS. d) If the unauthorized person is a substitute, coach, trainer, or other occupant of a team bench: Penalty: Disqualification from further participation in any capacity."
24,Rule 1,Section 13,Article 5,"During a stoppage in play for injury, or other reason, personnel of each team shall be allowed to enter the field with the Referee’s permission. Such personnel may attend to the injured player or bring water to the players on the field. Personnel shall not undertake any coaching activities while on the field. The Referee need not permit the attendants of both teams to enter the field in case of injury to a player of 1 team only. When play has been stopped for a player injury or for equipment repair, that player shall be required to leave the game for at least three plays for the case of an injury or at least one play for equipment. Penalty: L10, no option."
24,Rule 2,,,Officials
24,Rule 2,Section 1,,Designation of Officials                                                                              (CB13)
24,Rule 2,Section 1,Article 1,Field Officials 7 officials 6 officials 5 officials 4 officials 3 officials R R R R R U U U U U FJ BU BU BJ BJ DJ DJ DJ DJ DJ LJ LJ LJ LJ SJ
25,Rule 2,Officials,Officials,"The Canadian Amateur Rule Book for Tackle Football Rule 2 Officials Rule 2 Section 1 Article 1 Officials Rule 2 — Officials Section 1: Designation of Officials (CB13) Article 1 – Field Officials 7 officials 6 officials 5 officials 4 officials 3 officials R R R R R U U U U U FJ BU BU BJ BJ DJ DJ DJ DJ DJ LJ LJ LJ LJ SJ

Field officials will be designated as follows, for various sizes of crews:
              Referee (R), Umpire (U), Back Umpire (BU), Back Judge (BJ), Down Judge (DJ), Line Judge (LJ) and Side
              Judge (SJ)
              Note: The number of officials per game may be from 1 to 7, as specified by the governing authority."
25,Rule 2,Officials,Article 2 – Side Line Officials,"Article 2 – Side Line Officials
              i) Downbox Official
              ii) Yardstick Official (2 or 3)
              iii) Timekeeper
              iv) Scorer"
25,Rule 2,Officials,Article 3,"Article 3
              The number of officials per game shall be in accordance with the recommendations of the local,
              provincial, or national officials’ associations. Responsibilities, positioning, and mechanics are covered in
              the CFOA/Football Canada Officials’ Training Manual."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 1 – Responsibility,"Section 2: Jurisdiction and Duties
       Article 1 – Responsibility
              All field officials are equally responsible for the orderly conduct of the game, and the enforcement of
              the rules. No agreement shall be made that would prevent the calling of any foul by any official against
              either team.
              All field officials, upon recognizing any player who shows signs, symptoms, or behaviors consistent with
              a concussion (such as loss of consciousness, headache, dizziness, confusion or balance problems) shall
              report their concerns through the Referee to the head coach or appropriate health-care professional."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 2 – Equipment,"Article 2 – Equipment
              Each field official shall be equipped with a whistle and a «red» coloured marker."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 3 – Stoppage of Play,"Article 3 – Stoppage of Play
              The sounding of a whistle when the ball is in play shall cause the ball to be ruled dead, and shall stop
              the game. The whistle should not be sounded in the event of injury until the ball is dead."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 4 – Signal for Infraction,"Article 4 – Signal for Infraction
              The throwing of the marker shall indicate an infraction, but play shall continue until the sounding of a
              whistle."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 5 – Signal to Play,"Article 5 – Signal to Play
              The Referee shall sound the whistle to indicate that the ball is ready for play, and shall signal that «time
              is in» by a downward sweep of the arm from the overhead position."
25,Rule 2,Section 2: Jurisdiction and Duties,Article 6 – Out-of-Bounds Marking,"Article 6 – Out-of-Bounds Marking
              The nearest official should mark the out-of-bounds spot when the ball goes out of bounds."
26,Rule 2,Section 2,Article 4,"Article 4 – Signal for Infraction The throwing of the marker shall indicate an infraction, but play shall continue until the sounding of a whistle."
26,Rule 2,Section 2,Article 5,"Article 5 – Signal to Play The Referee shall sound the whistle to indicate that the ball is ready for play, and shall signal that «time is in» by a downward sweep of the arm from the overhead position."
26,Rule 2,Section 2,Article 6,Article 6 – Out-of-Bounds Marking The nearest official should mark the out-of-bounds spot when the ball goes out of bounds.
26,Rule 2,Section 2,Article 7,Article 7 – Penalty Signals All officials should be familiar with the approved signals.
26,Rule 2,Section 2,Article 8,"Article 8 – Foul Called When a foul is called, the official shall report it to the Referee immediately if the ball is dead, or if the ball is alive, as soon as it is dead. The Referee shall give a preliminary signal to indicate the nature of the foul."
26,Rule 2,Section 2,Article 9,"Article 9 – Foul Reporting When a foul has been reported to the Referee, the Referee will indicate the number of the player who committed the foul, give the penalty signal, assess the penalty, and signal that the ball is again ready for play."
26,Rule 2,Section 2,Article 10,"Article 10 – Forward Progress When the ball has been whistled dead, the appropriate official shall mark the spot of forward progress of the ball, which will be the point of the subsequent play."
26,Rule 2,Section 3: Referee (R),Article 1,"Article 1 – Responsibility The Referee shall take primary charge of the game, and shall guide and direct the work of the other officials. The Referee shall apply the rules, and assess the penalties, and rule upon disputes or situations not covered by the rules. The Referee’s decision on any situation in the game is final. The Referee may overrule any other official. The Referee may have removed any of the sideline officials, if the Referee considers it necessary, and immediately require the replacement of any official so removed. The Referee shall test the game balls 30 minutes before the game, and the Referee’s decision shall be final as to the suitability of the balls."
26,Rule 2,Section 3: Referee (R),Article 2,"Article 2 – Field Markings The Referee shall report any irregularities in field markings, or ground rules, to the captains before the game, and review these with the other officials before the game."
26,Rule 2,Section 3: Referee (R),Article 3,"Article 3 – Options The Referee shall explain to the captains of either team any ruling made or penalty assessed. When a foul is called, the Referee shall explain to the non-offending captain the application of the penalty, or any option to which the captain is entitled if they refuse the penalty."
26,Rule 2,Section 3: Referee (R),Article 4,"Article 4 – Count of Downs The Referee shall keep count of the downs, subject to a check with the Down Judge."
26,Rule 2,Section 3: Referee (R),Article 5,Article 5 – Communication The Referee shall be the sole means of communication between the officials and the team captains or coaches.
26,Rule 2,Section 3: Referee (R),Article 6,"Article 6 – 3-Minute Warnings The Referee shall be notified by the Down Judge or Line Judge, when 3 minutes of play remains in each half. The Referee shall notify the captains, and the nearest official shall notify the coaches of each team."
26,Rule 2,Section 3: Referee (R),Article 7,"Article 7 – End of Period The Referee shall indicate that playing time has ended in each period, by sounding the whistle and signaling to the Timer."
26,Rule 2,Section 3: Referee (R),Article 8,Article 8 – End of Half Time Interval The Referee shall have the captains of each team warned when 3 minutes remains in the half time interval.
26,Rule 2,Section 3: Referee (R),Article 9,"Article 9 – Positioning The Referee shall take primary charge of Team A, and shall take a position behind Team A. The Referee is responsible to determine if the ball is put into play legally, cover the action of the passer and the kicker and their opponents. The Referee shall be responsible for marking the out-of-bounds spot when a ball goes out of bounds in flight. The Referee shall rule on lateral passes behind the line of scrimmage, and the position of onside players in an «onside kick» situation."
27,Rule 2,Section 4,Article 1,Officials
27,Rule 2,Section 4,Article 1,"The Referee shall take primary charge of Team A, and shall take a position behind Team A. The Referee is responsible to determine if the ball is put into play legally, cover the action of the passer and the kicker and their opponents. The Referee shall be responsible for marking the out-of-bounds spot when a ball goes out of bounds in flight. The Referee shall rule on lateral passes behind the line of scrimmage, and the position of onside players in an «onside kick» situation."
27,Rule 2,Section 4,Article 1,"The Umpire shall have primary jurisdiction over the actions of players of both teams on the line of scrimmage, and shall take a position behind the defensive line of Team B."
27,Rule 2,Section 4,Article 2,The Umpire shall: a) Supervise the line backers and their use of hands on eligible pass receivers of Team A. b) Cover short forward passes and short kicks over the centre of the line. c) Check that Team A ineligible receivers on the line of scrimmage do not proceed downfield before a forward pass is thrown. (Exception 6.4.5.) d) Assist in coverage of crack-back blocking in the restricted area.
27,Rule 2,Section 5,Article 1,"The Back Umpire shall have primary jurisdiction over the actions of players of both teams behind the Team B line, and shall take a position behind the deepest Team B player."
27,Rule 2,Section 5,Article 2,The Back Umpire shall: a) Cover long passes in the centre of the field and kicks downfield. b) Rule field goal attempts from outside the 10 yard (metre) line successful or not.
27,Rule 2,Section 6,,The duties of the Back Judge shall be identical with those of the Back Umpire.
27,Rule 2,Section 7,Article 1,"The Down Judge shall be responsible for the general supervision of the line of scrimmage, the neutral zone, and the actions of the end and flankers on his/her side of the field. The Down Judge shall take up a position on the line of scrimmage at a suitable distance in from the sideline on the same side of the field as the distance chain and Downsbox. The Down Judge shall be primarily responsible to cover crack-back blocking by players positioned on their side of the field when the ball is snapped."
27,Rule 2,Section 7,Article 2,"The Down Judge shall, when appropriate: a) Cover passes down his/her side of the field. b) Cover kicks down his/her side of the field."
27,Rule 2,Section 7,Article 3,"The Down Judge shall: a) Systematically check his/her sideline for substitutes, and ensure legality of substitution procedures. b) Notify the Referee when 3 minutes remain in each half, after being so notified by the timekeeper. c) Notify the Referee when 1 minute remains in each period, after being so notified by the timekeeper."
27,Rule 2,Section 7,Article 4,"The Down Judge shall: a) Supervise the Yardstick officials and the Dowbox official in the placement of the distance chain and Downsbox, under the direction of the Referee. b) Keep an accurate count of the downs to assist the Referee. c) Be responsible for changing the position of the distance chain at the end of the 1st and 3rd periods to the identical spot, at the opposite end of the field, corresponding to the point at which play ended in that period."
28,Rule 2,Section 7,Article 4,"d) When a measure is required by the Referee, mark on the chain the spot corresponding to the far side of the cross stripe which is farthest from the ball within the span of the distance chain, and have the Yardstick Official bring the distance chain to the Referee. e) Check distance applied on penalties."
28,Rule 2,Section 8: Line Judge (LJ),Article 1 – Responsibility,"The duties of the Line Judge shall be identical to those of the Down Judge covered in Section 7, Articles 1 to 3 inclusive, only."
28,Rule 2,Section 9: Side Judge (SJ),Article 1 – Responsibility,Positioned on or near the sideline approximately eighteen to twenty yards in advance of the line of scrimmage. The Side Judge will work the same side of the field as the Down Judge.
28,Rule 2,Section 10: Downbox and Yardstick Officials,Article 1 – Control,They shall act under the direction of the Down Judge. The Downsbox and distance chain shall be positioned out of bounds.
28,Rule 2,Section 10,Article 2 – Downsbox Position,"The Downbox Official shall place the Downsbox at the point where the ball is to be scrimmaged, and indicate the number of each down on the Downsbox."
28,Rule 2,Section 10,Article 3 – Distance Chain Position,The two Yardstick Officials shall place the distance chain as directed by the Down Judge.
28,Rule 2,Section 10,Article 4 – 3rd Yardstick Official,"If a 3rd Yardstick Official is used to hold a single marker rod on the sideline opposite the 10 yard (10 metre) objective line, but this marker will not be used to determine whether a first down has been gained. Under the direction of the Referee, penalties may be recorded."
28,Rule 2,Section 11: Timekeeper and Scorer,Article 1 – Scoresheet,"Prior to the game, the Scorer shall be provided with a complete list of the eligible competing players, including names and correct numbers. The score shall be kept as given by one of the field officials, and the scoresheet presented to the Referee after the game for signature."
28,Rule 2,Section 11,Article 2 – Timekeeper’s Responsibility,"The Timekeeper, or Timekeepers, shall keep time according to Rule 1 Section 5, following the recognized signals by the officials. If 2 timekeepers are appointed, they shall use one timing device placed between them and operated solely by one of them. In the event of disagreement, the Referee shall be called immediately to settle any dispute or make any necessary adjustment."
28,Rule 2,Section 11,Article 3 – 3-Minute Warning,"The Timekeeper shall notify the Down Judge or the Line Judge when 3 minutes remain in the 2nd and 4th periods, and when 1 minute remains in each period."
28,Rule 2,Section 11,Article 4 – Last Minute Procedure,"Just prior to and during the last minute of play in each period, the Timekeeper shall take a position on the sideline clearly visible to the officials. At the commencement of the last minute of play, the Timekeeper will raise the flag, and continue to keep it raised until the Timekeeper’s watch registers full time for the period. The flag should then immediately be lowered, so that it is no longer visible to the officials. If the ball becomes dead on any play, and the flag is still raised, the ball will again be put into play. If the flag has been lowered since the last time the ball was put into play, the period will be over, and so declared by the Referee, subject to fouls committed during the last play."
28,Rule 3,Scoring,,Rule 3 — Scoring
28,Rule 3,Section 1: Table of Scores,,Touchdown 6 Points Rouge 1 Point Field Goal 3 Points Convert 1 or 2 Points Safety Touch 2 Points The team scoring the majority of the points shall be the winner.
29,Rule 3,Scoring,,Rule 3 Scoring Rule 3 Section 1 Scoring Rule 3 — Scoring Section 1: Table of Scores Touchdown 6 Points Rouge 1 Point Field Goal 3 Points Convert 1 or 2 Points Safety Touch 2 Points The team scoring the majority of the points shall be the winner.
29,Rule 3,Section 2: Definitions,,Section 2: Definitions                                                                                          (CB14)
29,Rule 3,Section 2: Definitions,Article 1 – Touchdown,"Article 1 – Touchdown
              A touchdown is scored when the ball is in the opponent’s end zone in possession of a player, or when
              the ball in the possession of a player crosses or touches the goal line, or the plane of the goal line, even
              in the air. Should the ball subsequently be fumbled, or the player in possession forced back into the field
              of play, the touchdown shall score.
              A touchdown is scored when a forward pass is legally completed in the opponent’s end zone.
              After a touchdown, the team scored against may elect to have the play put into play as follows:
                         a) By kicking off from its own 45 yard (40 metre) line
                    or b) Requiring the scoring team to kick off from its 45 yard (40 metre) line"
29,Rule 3,Section 2: Definitions,Article 2 – Field Goal,"Article 2 – Field Goal
              A field goal is scored by a drop or place kick (except on a kick off ) when the ball, after being kicked, and
              without again touching the ground, goes over the crossbar, and between the goal posts (or goal posts
              produced) of the opponent’s goal, regardless of whether it touches the goal post assembly.
              If, after being kicked, the ball touches, or is touched by any player before it crosses the line of
              scrimmage; or touches or is touched by a B player after it crosses the line of scrimmage; and the ball
              continues forward in the air over the cross bar between the goal posts, the field goal shall score.
              The ball shall be dead immediately after it crosses the bar.
              After a field goal, the team scored against may elect to have the ball put into play as follows:
                         a) By scrimmaging the ball at its own 35 yard (30 Metre) line
                    or b) By kicking off from its own 35 yard (30 metre) line
                    or c) Requiring the scoring team to kick off from its 45 yard (40 metre) line."
29,Rule 3,Section 2: Definitions,Article 3 – Safety Touch,"Article 3 – Safety Touch
              A safety touch is scored when the ball becomes dead in possession of a team in its own end zone, or
              goes out of bounds in the end zone, as a result of the ball having been carried, kicked, fumbled or
              otherwise directed from the field of play into the end zone by the team scored against, or as a DIRECT
              result of a kick being blocked in the field of play.
              If a player intercepts a forward pass in the field of play while moving toward the player’s goal line, and in
              the judgment of the official, the momentum carries the player into the player’s end zone, possession is
              deemed to have been gained in the end zone.
              If a player carries the ball out of the player’s end zone and is contacted by an opponent so that the force
              of the opponent’s contact drives the player back into the end zone, the player shall not be deemed to
              have carried the ball back into the player’s own end zone.
              After a safety touch, the scoring team will scrimmage the ball from its own 35-yard (30 metre) line.
              If, in the judgment of the official, a team deliberately commits a Holding infraction while in the act of
              conceding a Safety Touch, the score shall count and the penalty shall be applied at the point where the
              ball is next put into play, or option.
              Where multiple fouls occur on a safety touch, and in the opinion of the officials this tactic is being
              employed to run out the clock. The clock will be reset back to the start time of the play in addition to
              awarding a score and applying a penalty."
29,Rule 3,Section 2,Article 4 – Rouge or Single Point,"Article 4 – Rouge or Single Point
              A rouge is scored when the ball becomes dead in possession of a team in its own end zone, or goes out
              of bounds in its end zone, as a result of the ball having been kicked into the end zone by an opponent."
30,Rule 3,Section 2,Article 4,"Article 4 – Rouge or Single Point A rouge is scored when the ball becomes dead in possession of a team in its own end zone, or goes out of bounds in its end zone, as a result of the ball having been kicked into the end zone by an opponent. Canadian Amateur Rule Book for Tackle Football 19 Scoring Rule 3 Section 2 Article 4 If a player catches a kicked ball in the field of play while moving toward their goal line, and in the judgment of the official, this momentum carries them into their team’s end zone, possession is deemed to have been gained in the end zone. For rulings on: a) Ball fumbled into end zone – Rule 1, Section 10, Article 6; and Rule 6, Section 3, Article 6. b) Ball thrown into end zone – Rule 6, Section 3, Article 8. c) Intercepted pass in end zone – Rule 6, Section 4, Article 11. On a kick off – in order for the kicking team to score a rouge on a kick off, the ball must touch the ground, a player, or an official, in bounds, after the ball has been kicked. If the ball is kicked directly out of bounds, in flight in the end zone, no point will be awarded, and the ball will be scrimmaged by the receiving team – 1D at their own 20 yard (20 metre) line, at any point on or between the hash marks. A rouge is awarded because of a foul as specified in Rule 8 Section 4 Article 1, provided that the ball has been kicked into the end zone. After a rouge, the team scored against shall scrimmage as first down at any point between the hash marks on their own 35 yard (30 metre) line. If the rouge was scored as a result of an unsuccessful field goal attempt, the team scored against may choose to scrimmage at any point on or between the hash marks on their own 35 yard (30 metre) line, or at any point on or between the hash marks at the previous line of scrimmage."
30,Rule 3,Section 2,Article 5,"Article 5 – Convert A team scoring a touchdown may attempt to add to its score by one scrimmage play at any point on or between the hash marks or play from any point on or outside the opponent’s 5 yard (5 metre) line, within the hash marks, as follows: a) 1 point – by kicking a field goal. If the kick is unsuccessful, the ball is dead immediately. b) 2 points – by scoring a touchdown. A punt or onside kick is prohibited. If B gains possession, the ball is dead immediately. Normal distance penalties may be applied on convert attempts, subject to the normal distance restrictions near the goal line. In addition, any penalty on a convert, except a time count penalty, may be applied on the subsequent kick off, at the option of the non-offending team. No convert attempt shall be made from within the 1 yard (1 metre) line. Penalty: 1) Infraction by Team B. a) Illegal interference – Forward pass – Team A shall repeat the convert attempt at the Team B 1 yard (1 metre) line, or 15 yards in advance of the PLS whichever is closer to Team A goal line, or repeat the convert at the PLS and apply the penalty (L15) on the kick off. (Refer to 6-4-10-3) b) All other infractions – Team A option Successful attempt – accept score successful, apply penalty on kick off. – decline score, apply penalty at PLS. Repeat convert. c) Unsuccessful attempt – apply penalty at PLS. Repeat convert – repeat convert at PLS. Apply penalty on the kick off 2) Infraction by Team A a) If the normal penalty is a loss of down, or loss of ball (Illegal interference affecting the recovery of a loose ball) – loss of convert attempt. b) Time Count – L5, convert repeated c) All other infractions – Team B option Successful attempt – disallow score. Apply penalty PLS. Allow Team A to repeat convert. – disallow score. Repeat convert at PLS. Apply penalty on the kick off. – allow score. Apply penalty on the kick off. d) Unsuccessful attempt – apply penalty on the kick off. 3) Dual Penalty – adjust penalties at the PLS and repeat the convert."
30,Rule 4,Scrimmage,,Rule 4 Scrimmage
30,Rule 4,Section 1,Article 1,Rule 4 Section 1 Article 1 Scrimmage
31,Rule 4,Section 1,Article 1,"The line of scrimmage is an imaginary line, extending from sideline to sideline, parallel to the goal line and passing through the point of the ball farthest from Team A’s goal line."
31,Rule 4,Section 1,Article 2,"The neutral zone is the area from the line of scrimmage to 1 yard (1 metre) in advance of the line of scrimmage, extending from sideline to sideline."
31,Rule 4,Section 1,Article 3,"The close line play area is defined as the area bounded by the outer shoulder of the offensive tight ends or positions ordinarily occupied by the tight end, within 2 yards either side of the line of scrimmage (Total 4 yards – 4 metres)."
31,Rule 4,Section 1,Article 4,"Line players of team A are those players whose head and shoulders are within 1 yard (1 metre) and on their own side of the line of scrimmage and are formed in a single line when the ball is snapped. Line players include the 5 ineligible receivers and the two eligible receivers, one at each end. Any Team A player(s) in the backfield, while moving forward, anywhere between the eligible end(s) and tackle(s), shall also be considered eligible receiver(s) as long as they remain onside at the time the ball is snapped. This will include the player occupying the position of quarterback. No stationary player of Team A shall be in a position that will create doubt as to whether they are on the line or in the backfield when the ball is snapped. Penalty: 1.2D – L5 DR; 3D DG – L5 DR; DNG – LB PBD Note: A player in a doubtful position may be penalized under this rule as an ineligible pass receiver – as applicable."
31,Rule 4,Section 1,Article 5,"Where a violation under Rule 4 occurs prior to the snap of the ball, the officials are empowered to stop the play immediately. The penalty distance may be declined, but the down will be repeated, without option, at the appropriate point, after the acceptance or declination of the penalty distance. (Exception: Rule 8, Section 3, Article 3(a))"
31,Rule 4,Section 1,Article 6,"Blocking below the waist zone is defined as an area bounded by the outer shoulder of the offensive tight ends or the positions ordinarily occupied by the tight end, within 2 yards of the defensive side of the line of scrimmage extending back to the initial position of the quarterback, running back (in normal position) or kicker."
31,Rule 4,Section 2,Article 1,"On a scrimmage play, the centre of Team A shall take up a position facing the opponent’s goal line with the ball on the ground in front of him/her. The centre of Team A shall put the ball in play by «snapping» it between the legs in one continuous motion in the direction from toe to heel. The ball must leave the center’s hand or hands and shall not handle it again until it has been in possession of another player. Any player who takes a position over the ball, with one or both hands on the ball, shall snap the ball, and be considered as the centre (subject to Rule 4, Section 3, Article 3 exception). Rotating or placing the hand beneath the ball is allowed, but the centre shall not intentionally move the ball as if to snap it, so as to draw opponent’s offside. Penalty: 1.2D-L5 DR, 3D DG-L5 DR, 3D DNG-LB PBD."
32,Rule 4,Section 2,Article 2,"Misleading Tactics No player of either team shall make a motion obviously designed to draw an opponent offside. No player of either team shall voice a signal which, in the opinion of the official, draws an opponent offside. No Team B player shall voice a signal that might mislead Team A into putting the ball in play. Should a player of either team move in such a way as to draw an opponent offside, the opponent shall not be penalized. The actions of the Team A quarterback may be penalized under this rule. This shall include a “snap down” into a two or three point stance by an offensive lineman with the sole intent to draw the defense offside. Team A shall be penalized if the quarterback: a) makes a quick movement towards the centre, without the ball being immediately snapped, or b) assumes a stance with his/her hands under the centre, and makes such motion as bobbing head, moving shoulders, or flexing knees in a jerky motion without the ball being snapped, or c) assumes a stance with his/her hands under the centre and moves away quickly from the centre without the ball being snapped. Note if the quarterback assumes such a stance, and then slowly withdraws his/her hands to call time out, call new play signals, or to step back into a shot gun formation, no penalty shall be assessed. Penalty: Team A 1.2D – L5 DR, 3D DG-L5 DR, 3D DNG – LB PBD. Team B L5."
32,Rule 4,Section 2,Article 3,"Offside No player of either team shall encroach on the neutral zone until the ball is snapped, except that the head, arms and hands of the centre may be in advance of the line of scrimmage. A player who is offside and contacts an opponent prior to the snap, shall be penalized for being offside. If a Team B player goes offside, and breaks the plane of the line of scrimmage, before the ball is snapped, the officials shall stop the play immediately, and award the penalty, subject to the right of Team A to decline the penalty and have the same down repeated as though a foul had not occurred. If a Team A player goes offside, and passes the neutral zone, before the ball is snapped, the officials shall stop the play immediately, and award the penalty, subject to the right of Team B to decline the penalty and have the same down repeated as though a foul had not occurred. A team may put the ball in play without waiting for the opponents to get onside, but a penalty shall be assessed against such offside players only if they interfere with the play. The Team B player giving defensive signals shall remain on their own side of the neutral zone for this purpose. Penalty: Team A 1.2D – L5 DR, 3D DG – L5 DR, 3D DNG – LB PBD. Team B L5."
32,Rule 4,Section 2,Article 4,"Time Count The Referee shall allow 20 seconds for the ball to be put into play. The Referee shall be the sole judge as to when the time count shall start and end, allowing the team reasonable time to line up after each play before starting the count. If after beginning the 20 second count, the game is stopped because of: • a reason associated with Team A (substitution of 3 or more players, player injury, player equipment, etc.) then Team A will only have the amount of time for the 20 second period that was remaining when the game was stopped. • a time out request by either team, a foul by either team or a reason associated with Team B (substitution of 3 or more players, player injury, player equipment, etc.) then Team A will receive a full 20 seconds to snap the ball. • a reason not associated with either team (clock malfunction, lighting issue, etc.): – if it is BEFORE the 3 minute warning in either half, then Team A will receive a new 20 seconds to snap the ball. – if it is AFTER the 3 minute warning in either half, then the game clock will be reset to the time remaining when the 20 second play clock began and the Team A will receive a full 20 seconds to snap the ball."
33,Rule 4,Section 2,Article 4,"Scrimmage

Penalty: Prior to the 3 minute warning signal and overtime: 1, 2, 3D – L5 DR.
                             – After the 3-minute warning signal in any half: 1, 2D – Team B option LD or L10DR, 3D –
                                  L10DR
                             – On convert: L5, convert attempt repeated: no option to apply the penalty on the kick-
                                  off.
                             – On kick-off: L5.
               Note: If Team A has two consecutive time count penalties, the Referee will order Team A to put the ball
               in play legally within 20 seconds or forfeit possession to Team B."
33,Rule 4,Section 3: Requirements for Legal Scrimmage,Article 1 – Legal Numbering,"Legal numbers are from 0 to 99 inclusive. All Team A players shall be identified by the following
              approved numbering system:
              Eligible Pass Receivers – 0 to 49, 80 to 99
              Ineligible Pass Receivers – 50 to 79
              On any given play from scrimmage, any number of positions may be occupied by inappropriately
              numbered players who have reported to the Referee as eligible or ineligible receivers.
              Note: In an effort to facilitate the game, an inappropriately numbered player may report for a play,
              a series or for the game. If a player reports for a series or game, that player must report again if the
              situation changes."
33,Rule 4,Section 3: Requirements for Legal Scrimmage,Article 2 – Player Requirements,"a) At the instant the ball is put into play, at least seven Team A players must be within 1 yard (1 metre)
                   and on their own side of the line of scrimmage, not including the player in the position usually
                   occupied by the quarterback.
              b) The player who, at the snap of the ball is occupying a position at either end of the line of scrimmage
                   may be in motion while within 1 yard of the line of scrimmage but must not be moving towards the
                   opponent’s goal line when the ball is put into play.
              If Team A is playing with fewer than 12 players on the field, it may reduce the equivalent number of
              players on the line without penalty.
              If Team A has fewer than 7 players on the line due to a Team A offside, the penalty shall be for offside
              only."
33,Rule 4,Section 3: Requirements for Legal Scrimmage,Article 3 – Identification and Position,"On all plays from scrimmage (running, passing, and kicking plays), Team A shall have at least 5 interior
              line players identified as ineligible pass receivers, who must be positioned in a continuous, unbroken
              line. In addition, one player at each end of the line shall be identified as an eligible receiver. Exception
              4-3-2"
33,Rule 4,Section 3: Requirements for Legal Scrimmage,Article 4 – Stance and Motion,"Team A Line Players after having assumed a three-point or four-point stance may not break their stance
              by lifting a hand. However they may point, signal, shift or move slightly in a manner that does not draw
              the defense offside. All Team A Line Players, including the Centre, must become stationary and remain
              motionless for at least one second immediately prior to the snap of the ball.
              The centre is allowed to make the motion which is necessary to snap the ball, but may not break their 3-
              or 4-point stance on the ball, to allow another player to become the centre.
              A line player of Team A, may not legally be moving in any direction, or change position by moving in
              any direction, immediately prior to the ball being snapped. Exceptions 4.3.2 (B) and 6.4.4 (C)
                   Penalty: 1.2D – L5 DR, 3D DG – L5 DR, 3D DNG – LB PBD"
